,Year_0,row_id,Ranking,Choice
217,2022,2022_217,0,Flexible working hours
218,2022,2022_218,0,Opportunity to develop software
219,2022,2022_219,0,I want to learn new skills
220,2022,2022_220,0,Ability to work across disciplines
222,2022,2022_222,0,Opportunity to develop software
223,2022,2022_223,0,Desire to work in a research environment
224,2022,2022_224,0,The salary
225,2022,2022_225,0,Opportunity to develop software
226,2022,2022_226,0,Freedom to choose own working practices
227,2022,2022_227,0,Freedom to choose own working practices
228,2022,2022_228,0,Freedom to choose own working practices
229,2022,2022_229,0,Freedom to choose own working practices
231,2022,2022_231,0,Freedom to choose own working practices
233,2022,2022_233,0,Ability to work across disciplines
235,2022,2022_235,0,Freedom to choose own working practices
236,2022,2022_236,0,Freedom to choose own working practices
239,2022,2022_239,0,Desire to advance research
240,2022,2022_240,0,Ability to work across disciplines
241,2022,2022_241,0,Desire to advance research
242,2022,2022_242,0,Desire to work in a research environment
243,2022,2022_243,0,Opportunity to develop software
246,2022,2022_246,0,Desire to work in a research environment
247,2022,2022_247,0,Freedom to choose own working practices
248,2022,2022_248,0,Desire to advance research
249,2022,2022_249,0,Freedom to choose own working practices
250,2022,2022_250,0,Freedom to choose own working practices
251,2022,2022_251,0,Freedom to choose own working practices
252,2022,2022_252,0,Freedom to choose own working practices
253,2022,2022_253,0,Desire to advance research
254,2022,2022_254,0,Desire to advance research
258,2022,2022_258,0,Desire to advance research
260,2022,2022_260,0,Freedom to choose own working practices
261,2022,2022_261,0,Desire to work in a research environment
262,2022,2022_262,0,Freedom to choose own working practices
263,2022,2022_263,0,Desire to advance research
264,2022,2022_264,0,Desire to advance research
266,2022,2022_266,0,Opportunity to develop software
267,2022,2022_267,0,Freedom to choose own working practices
268,2022,2022_268,0,Desire to advance research
269,2022,2022_269,0,Desire to advance research
271,2022,2022_271,0,Freedom to choose own working practices
273,2022,2022_273,0,Freedom to choose own working practices
274,2022,2022_274,0,Desire to advance research
275,2022,2022_275,0,Freedom to choose own working practices
276,2022,2022_276,0,I want to learn new skills
277,2022,2022_277,0,Freedom to choose own working practices
279,2022,2022_279,0,Freedom to choose own working practices
280,2022,2022_280,0,Opportunity for career advancement
281,2022,2022_281,0,Freedom to choose own working practices
282,2022,2022_282,0,Desire to work in a research environment
284,2022,2022_284,0,Opportunity for career advancement
285,2022,2022_285,0,Opportunity to develop software
286,2022,2022_286,0,Opportunity to develop software
287,2022,2022_287,0,Freedom to choose own working practices
288,2022,2022_288,0,Ability to work across disciplines
289,2022,2022_289,0,Desire to work in a research environment
290,2022,2022_290,0,I want to learn new skills
291,2022,2022_291,0,Desire to work in a research environment
292,2022,2022_292,0,Desire to advance research
293,2022,2022_293,0,Freedom to choose own working practices
294,2022,2022_294,0,Freedom to choose own working practices
295,2022,2022_295,0,Opportunity to develop software
296,2022,2022_296,0,Desire to work in a research environment
297,2022,2022_297,0,Ability to work across disciplines
298,2022,2022_298,0,Freedom to choose own working practices
299,2022,2022_299,0,Freedom to choose own working practices
300,2022,2022_300,0,Opportunity to develop software
301,2022,2022_301,0,Freedom to choose own working practices
302,2022,2022_302,0,Freedom to choose own working practices
303,2022,2022_303,0,I want to learn new skills
304,2022,2022_304,0,Freedom to choose own working practices
305,2022,2022_305,0,Desire to advance research
306,2022,2022_306,0,Desire to work in a research environment
307,2022,2022_307,0,Ability to work across disciplines
308,2022,2022_308,0,Flexible working hours
309,2022,2022_309,0,Ability to work across disciplines
310,2022,2022_310,0,Opportunity to develop software
311,2022,2022_311,0,Freedom to choose own working practices
312,2022,2022_312,0,I want to learn new skills
313,2022,2022_313,0,Opportunity to develop software
314,2022,2022_314,0,Desire to advance research
315,2022,2022_315,0,I want to learn new skills
317,2022,2022_317,0,I want to learn new skills
319,2022,2022_319,0,Desire to work in a research environment
320,2022,2022_320,0,Desire to work in a research environment
321,2022,2022_321,0,Flexible working hours
322,2022,2022_322,0,Ability to work across disciplines
325,2022,2022_325,0,Desire to work in a research environment
326,2022,2022_326,0,Freedom to choose own working practices
327,2022,2022_327,0,Opportunity for career advancement
328,2022,2022_328,0,The salary
329,2022,2022_329,0,Ability to work across disciplines
330,2022,2022_330,0,Desire to advance research
331,2022,2022_331,0,Opportunity for career advancement
332,2022,2022_332,0,Desire to work in a research environment
334,2022,2022_334,0,The salary
335,2022,2022_335,0,Freedom to choose own working practices
336,2022,2022_336,0,Opportunity for career advancement
337,2022,2022_337,0,Desire to work in a research environment
338,2022,2022_338,0,Desire to work in a research environment
339,2022,2022_339,0,Freedom to choose own working practices
340,2022,2022_340,0,Opportunity to develop software
341,2022,2022_341,0,Flexible working hours
342,2022,2022_342,0,Flexible working hours
343,2022,2022_343,0,Freedom to choose own working practices
344,2022,2022_344,0,Desire to work in a research environment
345,2022,2022_345,0,Desire to work in a research environment
346,2022,2022_346,0,Ability to work across disciplines
347,2022,2022_347,0,Desire to advance research
348,2022,2022_348,0,Desire to advance research
350,2022,2022_350,0,Desire to advance research
352,2022,2022_352,0,Opportunity to develop software
353,2022,2022_353,0,Freedom to choose own working practices
354,2022,2022_354,0,I want to learn new skills
355,2022,2022_355,0,I want to learn new skills
356,2022,2022_356,0,Desire to work in a research environment
357,2022,2022_357,0,Opportunity to develop software
359,2022,2022_359,0,Opportunity to develop software
360,2022,2022_360,0,Opportunity for career advancement
362,2022,2022_362,0,Desire to work in a research environment
363,2022,2022_363,0,I want to learn new skills
364,2022,2022_364,0,Desire to advance research
365,2022,2022_365,0,Desire to work in a research environment
366,2022,2022_366,0,Opportunity to develop software
367,2022,2022_367,0,Desire to advance research
369,2022,2022_369,0,Opportunity to develop software
370,2022,2022_370,0,Desire to advance research
371,2022,2022_371,0,I want to learn new skills
372,2022,2022_372,0,Opportunity to develop software
373,2022,2022_373,0,Freedom to choose own working practices
374,2022,2022_374,0,Desire to advance research
375,2022,2022_375,0,Desire to work in a research environment
378,2022,2022_378,0,Opportunity to develop software
379,2022,2022_379,0,Opportunity to develop software
380,2022,2022_380,0,I want to learn new skills
381,2022,2022_381,0,Desire to work in a research environment
382,2022,2022_382,0,Freedom to choose own working practices
384,2022,2022_384,0,Freedom to choose own working practices
385,2022,2022_385,0,Freedom to choose own working practices
386,2022,2022_386,0,Desire to work in a research environment
387,2022,2022_387,0,Desire to advance research
388,2022,2022_388,0,I want to learn new skills
389,2022,2022_389,0,Opportunity for career advancement
390,2022,2022_390,0,Desire to work in a research environment
391,2022,2022_391,0,Desire to work in a research environment
392,2022,2022_392,0,Desire to work in a research environment
393,2022,2022_393,0,Desire to advance research
394,2022,2022_394,0,Opportunity for career advancement
395,2022,2022_395,0,I want to learn new skills
396,2022,2022_396,0,Opportunity to develop software
397,2022,2022_397,0,Opportunity to develop software
398,2022,2022_398,0,Opportunity to develop software
399,2022,2022_399,0,Freedom to choose own working practices
400,2022,2022_400,0,Opportunity to develop software
401,2022,2022_401,0,Freedom to choose own working practices
402,2022,2022_402,0,Desire to work in a research environment
403,2022,2022_403,0,I want to learn new skills
404,2022,2022_404,0,The salary
405,2022,2022_405,0,Desire to work in a research environment
406,2022,2022_406,0,Desire to advance research
407,2022,2022_407,0,Desire to advance research
408,2022,2022_408,0,Desire to advance research
410,2022,2022_410,0,Opportunity for career advancement
411,2022,2022_411,0,Opportunity to develop software
412,2022,2022_412,0,Opportunity to develop software
413,2022,2022_413,0,Desire to advance research
414,2022,2022_414,0,Opportunity to develop software
415,2022,2022_415,0,Desire to work in a research environment
416,2022,2022_416,0,Desire to advance research
417,2022,2022_417,0,Desire to work in a research environment
418,2022,2022_418,0,Desire to work in a research environment
419,2022,2022_419,0,Desire to work in a research environment
420,2022,2022_420,0,Freedom to choose own working practices
421,2022,2022_421,0,Opportunity to develop software
422,2022,2022_422,0,Desire to work in a research environment
423,2022,2022_423,0,Opportunity to develop software
424,2022,2022_424,0,Desire to advance research
425,2022,2022_425,0,Flexible working hours
426,2022,2022_426,0,Opportunity to develop software
428,2022,2022_428,0,Desire to work in a research environment
429,2022,2022_429,0,Freedom to choose own working practices
430,2022,2022_430,0,Desire to work in a research environment
431,2022,2022_431,0,Opportunity for career advancement
432,2022,2022_432,0,Freedom to choose own working practices
433,2022,2022_433,0,Freedom to choose own working practices
434,2022,2022_434,0,Desire to work in a research environment
435,2022,2022_435,0,Freedom to choose own working practices
436,2022,2022_436,0,Desire to work in a research environment
437,2022,2022_437,0,Desire to work in a research environment
439,2022,2022_439,0,Desire to work in a research environment
440,2022,2022_440,0,Opportunity for career advancement
441,2022,2022_441,0,Desire to advance research
443,2022,2022_443,0,Opportunity to develop software
444,2022,2022_444,0,Desire to work in a research environment
445,2022,2022_445,0,Desire to work in a research environment
446,2022,2022_446,0,Desire to work in a research environment
447,2022,2022_447,0,Freedom to choose own working practices
448,2022,2022_448,0,Flexible working hours
449,2022,2022_449,0,Desire to work in a research environment
450,2022,2022_450,0,Freedom to choose own working practices
452,2022,2022_452,0,Opportunity to develop software
453,2022,2022_453,0,Opportunity to develop software
454,2022,2022_454,0,Desire to work in a research environment
456,2022,2022_456,0,Freedom to choose own working practices
457,2022,2022_457,0,Desire to work in a research environment
458,2022,2022_458,0,Desire to work in a research environment
459,2022,2022_459,0,Desire to advance research
460,2022,2022_460,0,Desire to work in a research environment
461,2022,2022_461,0,Desire to advance research
462,2022,2022_462,0,Desire to work in a research environment
464,2022,2022_464,0,Opportunity to develop software
468,2022,2022_468,0,I want to learn new skills
469,2022,2022_469,0,Desire to work in a research environment
470,2022,2022_470,0,Desire to advance research
471,2022,2022_471,0,Desire to advance research
472,2022,2022_472,0,Freedom to choose own working practices
474,2022,2022_474,0,Desire to work in a research environment
475,2022,2022_475,0,Desire to work in a research environment
477,2022,2022_477,0,Desire to work in a research environment
479,2022,2022_479,0,Desire to advance research
481,2022,2022_481,0,Opportunity to develop software
482,2022,2022_482,0,Desire to advance research
483,2022,2022_483,0,Desire to work in a research environment
484,2022,2022_484,0,Desire to advance research
485,2022,2022_485,0,Freedom to choose own working practices
486,2022,2022_486,0,I want to learn new skills
487,2022,2022_487,0,I want to learn new skills
490,2022,2022_490,0,Desire to advance research
492,2022,2022_492,0,Ability to work across disciplines
493,2022,2022_493,0,Desire to advance research
494,2022,2022_494,0,Opportunity to develop software
495,2022,2022_495,0,Opportunity to develop software
496,2022,2022_496,0,Freedom to choose own working practices
497,2022,2022_497,0,Opportunity for career advancement
498,2022,2022_498,0,Desire to work in a research environment
499,2022,2022_499,0,Opportunity to develop software
501,2022,2022_501,0,Desire to work in a research environment
502,2022,2022_502,0,Freedom to choose own working practices
503,2022,2022_503,0,Desire to work in a research environment
504,2022,2022_504,0,Ability to work across disciplines
505,2022,2022_505,0,Desire to advance research
506,2022,2022_506,0,Freedom to choose own working practices
507,2022,2022_507,0,Desire to work in a research environment
508,2022,2022_508,0,Desire to advance research
510,2022,2022_510,0,Desire to work in a research environment
511,2022,2022_511,0,Desire to work in a research environment
512,2022,2022_512,0,Desire to advance research
514,2022,2022_514,0,Desire to advance research
515,2022,2022_515,0,Opportunity for career advancement
516,2022,2022_516,0,Freedom to choose own working practices
517,2022,2022_517,0,I want to learn new skills
518,2022,2022_518,0,Desire to advance research
519,2022,2022_519,0,Freedom to choose own working practices
520,2022,2022_520,0,Freedom to choose own working practices
521,2022,2022_521,0,Desire to advance research
523,2022,2022_523,0,The salary
524,2022,2022_524,0,Desire to advance research
525,2022,2022_525,0,I want to learn new skills
526,2022,2022_526,0,Desire to work in a research environment
527,2022,2022_527,0,Opportunity to develop software
529,2022,2022_529,0,Desire to work in a research environment
530,2022,2022_530,0,Opportunity to develop software
531,2022,2022_531,0,I want to learn new skills
532,2022,2022_532,0,I want to learn new skills
533,2022,2022_533,0,Desire to advance research
534,2022,2022_534,0,Freedom to choose own working practices
535,2022,2022_535,0,Desire to advance research
536,2022,2022_536,0,Flexible working hours
537,2022,2022_537,0,The salary
538,2022,2022_538,0,Desire to advance research
539,2022,2022_539,0,Desire to advance research
540,2022,2022_540,0,Desire to advance research
541,2022,2022_541,0,Opportunity to develop software
542,2022,2022_542,0,The salary
543,2022,2022_543,0,Flexible working hours
544,2022,2022_544,0,Desire to work in a research environment
545,2022,2022_545,0,I want to learn new skills
546,2022,2022_546,0,Opportunity to develop software
547,2022,2022_547,0,Desire to advance research
548,2022,2022_548,0,Opportunity for career advancement
549,2022,2022_549,0,Flexible working hours
552,2022,2022_552,0,Desire to work in a research environment
553,2022,2022_553,0,Desire to work in a research environment
555,2022,2022_555,0,Opportunity for career advancement
556,2022,2022_556,0,Desire to work in a research environment
557,2022,2022_557,0,Desire to advance research
558,2022,2022_558,0,Desire to advance research
559,2022,2022_559,0,Desire to work in a research environment
560,2022,2022_560,0,Ability to work across disciplines
561,2022,2022_561,0,Desire to work in a research environment
562,2022,2022_562,0,Ability to work across disciplines
563,2022,2022_563,0,Desire to advance research
564,2022,2022_564,0,Opportunity to develop software
566,2022,2022_566,0,Ability to work across disciplines
568,2022,2022_568,0,Desire to work in a research environment
572,2022,2022_572,0,Freedom to choose own working practices
573,2022,2022_573,0,Opportunity to develop software
574,2022,2022_574,0,Desire to advance research
575,2022,2022_575,0,Freedom to choose own working practices
576,2022,2022_576,0,Ability to work across disciplines
577,2022,2022_577,0,Flexible working hours
578,2022,2022_578,0,Flexible working hours
579,2022,2022_579,0,I want to learn new skills
585,2022,2022_585,0,Opportunity to develop software
586,2022,2022_586,0,Desire to work in a research environment
588,2022,2022_588,0,Opportunity for career advancement
589,2022,2022_589,0,I want to learn new skills
593,2022,2022_593,0,Opportunity to develop software
594,2022,2022_594,0,Opportunity to develop software
595,2022,2022_595,0,Flexible working hours
597,2022,2022_597,0,Desire to work in a research environment
598,2022,2022_598,0,Ability to work across disciplines
599,2022,2022_599,0,Opportunity for career advancement
600,2022,2022_600,0,Opportunity for career advancement
601,2022,2022_601,0,Freedom to choose own working practices
602,2022,2022_602,0,I want to learn new skills
603,2022,2022_603,0,Desire to work in a research environment
604,2022,2022_604,0,Opportunity for career advancement
605,2022,2022_605,0,I want to learn new skills
606,2022,2022_606,0,Freedom to choose own working practices
607,2022,2022_607,0,Desire to work in a research environment
609,2022,2022_609,0,Desire to advance research
610,2022,2022_610,0,Opportunity for career advancement
611,2022,2022_611,0,Desire to work in a research environment
612,2022,2022_612,0,Desire to work in a research environment
614,2022,2022_614,0,Desire to work in a research environment
615,2022,2022_615,0,I want to learn new skills
616,2022,2022_616,0,Desire to work in a research environment
617,2022,2022_617,0,Desire to work in a research environment
618,2022,2022_618,0,Desire to work in a research environment
619,2022,2022_619,0,Desire to advance research
620,2022,2022_620,0,Desire to work in a research environment
621,2022,2022_621,0,Desire to work in a research environment
622,2022,2022_622,0,Opportunity to develop software
623,2022,2022_623,0,Desire to work in a research environment
624,2022,2022_624,0,Opportunity for career advancement
625,2022,2022_625,0,Freedom to choose own working practices
626,2022,2022_626,0,I want to learn new skills
627,2022,2022_627,0,Desire to advance research
628,2022,2022_628,0,Desire to advance research
629,2022,2022_629,0,Opportunity for career advancement
630,2022,2022_630,0,Freedom to choose own working practices
631,2022,2022_631,0,I want to learn new skills
632,2022,2022_632,0,Desire to advance research
633,2022,2022_633,0,I want to learn new skills
634,2022,2022_634,0,Freedom to choose own working practices
635,2022,2022_635,0,Opportunity to develop software
636,2022,2022_636,0,Desire to work in a research environment
637,2022,2022_637,0,Desire to advance research
638,2022,2022_638,0,Desire to work in a research environment
639,2022,2022_639,0,Freedom to choose own working practices
640,2022,2022_640,0,Freedom to choose own working practices
641,2022,2022_641,0,Desire to advance research
642,2022,2022_642,0,Desire to advance research
643,2022,2022_643,0,Desire to work in a research environment
644,2022,2022_644,0,Ability to work across disciplines
645,2022,2022_645,0,Freedom to choose own working practices
647,2022,2022_647,0,Desire to work in a research environment
648,2022,2022_648,0,Desire to advance research
649,2022,2022_649,0,Desire to advance research
651,2022,2022_651,0,Opportunity to develop software
652,2022,2022_652,0,Freedom to choose own working practices
653,2022,2022_653,0,Desire to work in a research environment
654,2022,2022_654,0,Desire to work in a research environment
655,2022,2022_655,0,Desire to advance research
657,2022,2022_657,0,Freedom to choose own working practices
658,2022,2022_658,0,Freedom to choose own working practices
659,2022,2022_659,0,Ability to work across disciplines
660,2022,2022_660,0,Desire to work in a research environment
662,2022,2022_662,0,Desire to advance research
664,2022,2022_664,0,Desire to work in a research environment
665,2022,2022_665,0,Desire to work in a research environment
666,2022,2022_666,0,Desire to work in a research environment
668,2022,2022_668,0,Desire to work in a research environment
669,2022,2022_669,0,Desire to work in a research environment
670,2022,2022_670,0,Freedom to choose own working practices
671,2022,2022_671,0,Freedom to choose own working practices
672,2022,2022_672,0,Opportunity to develop software
674,2022,2022_674,0,I want to learn new skills
676,2022,2022_676,0,Desire to work in a research environment
677,2022,2022_677,0,Desire to work in a research environment
678,2022,2022_678,0,Desire to work in a research environment
679,2022,2022_679,0,Opportunity for career advancement
680,2022,2022_680,0,Desire to work in a research environment
682,2022,2022_682,0,Desire to work in a research environment
683,2022,2022_683,0,Desire to work in a research environment
684,2022,2022_684,0,Opportunity to develop software
685,2022,2022_685,0,Opportunity for career advancement
687,2022,2022_687,0,Opportunity for career advancement
688,2022,2022_688,0,Ability to work across disciplines
689,2022,2022_689,0,Ability to work across disciplines
690,2022,2022_690,0,Desire to work in a research environment
691,2022,2022_691,0,I want to learn new skills
692,2022,2022_692,0,Desire to work in a research environment
693,2022,2022_693,0,Desire to advance research
694,2022,2022_694,0,Freedom to choose own working practices
695,2022,2022_695,0,Flexible working hours
696,2022,2022_696,0,Opportunity for career advancement
697,2022,2022_697,0,Desire to work in a research environment
698,2022,2022_698,0,Desire to advance research
699,2022,2022_699,0,Freedom to choose own working practices
700,2022,2022_700,0,Desire to advance research
701,2022,2022_701,0,Freedom to choose own working practices
702,2022,2022_702,0,Desire to advance research
703,2022,2022_703,0,Flexible working hours
704,2022,2022_704,0,Desire to work in a research environment
705,2022,2022_705,0,Desire to advance research
708,2022,2022_708,0,Ability to work across disciplines
709,2022,2022_709,0,I want to learn new skills
710,2022,2022_710,0,Desire to work in a research environment
711,2022,2022_711,0,Opportunity to develop software
712,2022,2022_712,0,Freedom to choose own working practices
713,2022,2022_713,0,Opportunity to develop software
714,2022,2022_714,0,I want to learn new skills
716,2022,2022_716,0,Opportunity to develop software
717,2022,2022_717,0,Ability to work across disciplines
718,2022,2022_718,0,Opportunity to develop software
719,2022,2022_719,0,I want to learn new skills
720,2022,2022_720,0,Desire to work in a research environment
722,2022,2022_722,0,Desire to work in a research environment
723,2022,2022_723,0,Ability to work across disciplines
724,2022,2022_724,0,Desire to work in a research environment
725,2022,2022_725,0,Desire to work in a research environment
726,2022,2022_726,0,Desire to work in a research environment
727,2022,2022_727,0,Opportunity for career advancement
728,2022,2022_728,0,Desire to work in a research environment
729,2022,2022_729,0,Desire to work in a research environment
730,2022,2022_730,0,Freedom to choose own working practices
731,2022,2022_731,0,Desire to advance research
732,2022,2022_732,0,Freedom to choose own working practices
733,2022,2022_733,0,Freedom to choose own working practices
734,2022,2022_734,0,Freedom to choose own working practices
735,2022,2022_735,0,Ability to work across disciplines
736,2022,2022_736,0,Opportunity to develop software
738,2022,2022_738,0,Desire to advance research
739,2022,2022_739,0,Opportunity to develop software
740,2022,2022_740,0,Freedom to choose own working practices
741,2022,2022_741,0,Freedom to choose own working practices
742,2022,2022_742,0,Opportunity to develop software
743,2022,2022_743,0,Desire to advance research
744,2022,2022_744,0,Opportunity to develop software
745,2022,2022_745,0,Opportunity to develop software
746,2022,2022_746,0,Desire to advance research
747,2022,2022_747,0,Ability to work across disciplines
748,2022,2022_748,0,Freedom to choose own working practices
749,2022,2022_749,0,Desire to work in a research environment
751,2022,2022_751,0,Desire to advance research
752,2022,2022_752,0,Desire to advance research
754,2022,2022_754,0,Desire to work in a research environment
755,2022,2022_755,0,Opportunity to develop software
